run,number_of_clones,number_of_reads
330001050808_S101_L002.clonotypes.TRB.txt,10624,1738955
780004980808_S145_L002.clonotypes.TRB.txt,0,0
540002270101_S155_L002.clonotypes.TRA.txt,38130,3375481
500001140808_S71_L001.clonotypes.TRB.txt,8983,10382545
630001070807_S181_L002.clonotypes.TRA.txt,22569,4780927
770102730807_S36_L001.clonotypes.TRA.txt,70232,9023029
640002990808_S41_L001.clonotypes.TRB.txt,27901,6046959
780005270808_S64_L001.clonotypes.TRA.txt,4116,1103320
050001750808_S139_L002.clonotypes.TRA.txt,7358,16440
020003830101_S186_L002.clonotypes.TRA.txt,24410,2476421
270000020808_S12_L001.clonotypes.TRB.txt,17627,1824588
050002050808_S131_L002.clonotypes.TRB.txt,2794,7198
520004270808_S62_L001.clonotypes.TRA.txt,2202,9047
050001350808_S79_L001.clonotypes.TRA.txt,27,30
280001570807_S57_L001.clonotypes.TRB.txt,11002,2790958
050003560808_S115_L002.clonotypes.TRB.txt,10464,6508802
460001930808_S184_L002.clonotypes.TRA.txt,30575,6800888
670004700808_S154_L002.clonotypes.TRA.txt,29322,3713121
470001660807_S44_L001.clonotypes.TRA.txt,19580,3569383
910000320808_S121_L002.clonotypes.TRB.txt,11451,203560
210002150808_S189_L002.clonotypes.TRB.txt,25906,797798
470002530808_S72_L001.clonotypes.TRB.txt,25602,516605
340003620808_S11_L001.clonotypes.TRA.txt,30730,7544442
550001010808_S147_L002.clonotypes.TRA.txt,28066,2631113
050000320808_S21_L001.clonotypes.TRB.txt,1105,1615
590003800808_S95_L001.clonotypes.TRB.txt,9039,396667
330001850101_S131_L002.clonotypes.TRB.txt,13301,5312026
630003920807_S115_L002.clonotypes.TRB.txt,14835,1082963
500001040808_S171_L002.clonotypes.TRB.txt,13883,8463927
730000550101_S151_L002.clonotypes.TRB.txt,45280,4983819
730000980101_S159_L002.clonotypes.TRB.txt,18648,1173346
630001520808_S117_L002.clonotypes.TRB.txt,21730,3240564
780008250807_S130_L002.clonotypes.TRA.txt,1319,2440
540002780101_S157_L002.clonotypes.TRA.txt,4254,1697056
210000150101_S184_L002.clonotypes.TRA.txt,22734,1192097
730001830808_S56_L001.clonotypes.TRA.txt,1914,3400
330000460807_S75_L001.clonotypes.TRA.txt,29603,5505382
330001930101_S134_L002.clonotypes.TRA.txt,38932,3378622
770104420808_S61_L001.clonotypes.TRA.txt,6883,7175607
540002270808_S43_L001.clonotypes.TRB.txt,4491,76944
780002150808_S52_L001.clonotypes.TRB.txt,5315,3379408
780003880101_S91_L001.clonotypes.TRB.txt,13803,4269117
460001300808_S10_L001.clonotypes.TRB.txt,8779,90302
640003540808_S10_L001.clonotypes.TRA.txt,3604,13554
520001830808_S60_L001.clonotypes.TRA.txt,3016,11491
640002070808_S176_L002.clonotypes.TRB.txt,21291,4413645
050001230808_S61_L001.clonotypes.TRA.txt,5612,24830
730003500808_S41_L001.clonotypes.TRB.txt,868,1266
330000620808_S72_L001.clonotypes.TRA.txt,19474,4756949
540002760807_S42_L001.clonotypes.TRB.txt,19521,5526985
630002580807_S141_L002.clonotypes.TRB.txt,12202,7783688
780004880808_S170_L002.clonotypes.TRB.txt,9992,5126633
370000490808_S102_L002.clonotypes.TRB.txt,4438,6868296
210003320808_S165_L002.clonotypes.TRA.txt,419,591
340003450808_S38_L001.clonotypes.TRA.txt,16380,4819874
780005210101_S39_L001.clonotypes.TRB.txt,14844,3031937
p17_4_DNA_S20_L001.clonotypes.TRB.txt,17029,1695351
550001480808_S114_L002.clonotypes.TRB.txt,20284,4649188
330000350808_S164_L002.clonotypes.TRB.txt,9434,466983
780003520808_S12_L001.clonotypes.TRA.txt,19372,3249159
p17_49-2_DNA_S14_L001.clonotypes.TRA.txt,202258,3466401
910003810808_S120_L002.clonotypes.TRA.txt,23828,8824763
540002140808_S46_L001.clonotypes.TRB.txt,3664,20599927
330002700101_S173_L002.clonotypes.TRA.txt,16746,3481638
630002480807_S110_L002.clonotypes.TRB.txt,8341,8525485
p17_26_DNA_S42_L001.clonotypes.TRA.txt,73668,4987674
670005340808_S138_L002.clonotypes.TRA.txt,17512,4945031
640000850101_S176_L002.clonotypes.TRB.txt,21321,3048660
340003580808_S12_L001.clonotypes.TRA.txt,36625,4586347
780008370808_S173_L002.clonotypes.TRA.txt,9945,83325
330001860101_S132_L002.clonotypes.TRA.txt,36094,2114278
540003220808_S49_L001.clonotypes.TRB.txt,4233,5184707
780005250101_S46_L001.clonotypes.TRB.txt,9567,4863902
p17_24_DNA_S40_L001.clonotypes.TRB.txt,35635,5422604
630003040808_S48_L001.clonotypes.TRA.txt,18968,10628354
630001110808_S115_L002.clonotypes.TRA.txt,13671,10628653
500001390808_S171_L002.clonotypes.TRB.txt,12140,1178942
250002250101_S125_L002.clonotypes.TRA.txt,20126,3075627
050001810808_S74_L001.clonotypes.TRA.txt,848,1386
630002230808_S56_L001.clonotypes.TRB.txt,34142,4129759
780008280807_S122_L002.clonotypes.TRB.txt,72,106
780004740808_S76_L001.clonotypes.TRA.txt,33913,5848775
730004360808_S39_L001.clonotypes.TRB.txt,17762,894239
400000310808_S142_L002.clonotypes.TRA.txt,55845,8687308
780003440101_S87_L001.clonotypes.TRB.txt,17997,2847425
780003450808_S36_L001.clonotypes.TRA.txt,457,728
210003140808_S158_L002.clonotypes.TRB.txt,26567,6899360
050001600807_S97_L002.clonotypes.TRB.txt,1200,2226
780008300807_S73_L001.clonotypes.TRA.txt,23954,4800788
670004740808_S172_L002.clonotypes.TRB.txt,3,4
020000110808_S14_L001.clonotypes.TRB.txt,13264,13119545
050001170808_S145_L002.clonotypes.TRB.txt,1825,5842
050002630808_S113_L002.clonotypes.TRB.txt,9726,1479444
440000050101_S175_L002.clonotypes.TRB.txt,12523,4296342
640002670808_S72_L001.clonotypes.TRB.txt,28778,3118993
p17_10_DNA_S26_L001.clonotypes.TRB.txt,30730,1923959
540003420808_S4_L001.clonotypes.TRA.txt,6784,158562
340003370808_S31_L001.clonotypes.TRA.txt,7460,257300
670004710808_S151_L002.clonotypes.TRB.txt,6064,3835198
300000960808_S148_L002.clonotypes.TRB.txt,5214,5501336
020003190808_S12_L001.clonotypes.TRB.txt,13275,7158502
670004940808_S159_L002.clonotypes.TRA.txt,19412,2199854
780005140808_S63_L001.clonotypes.TRB.txt,1945,160955
630001430808_S125_L002.clonotypes.TRB.txt,9730,11053922
670005400101_S134_L002.clonotypes.TRA.txt,25014,3070737
780000770808_S192_L002.clonotypes.TRB.txt,1,1
670005230808_S178_L002.clonotypes.TRA.txt,16619,7193874
260002860808_S82_L001.clonotypes.TRA.txt,67,83
780004950808_S182_L002.clonotypes.TRB.txt,5597,1257084
p17_84-2_DNA_S9_L001.clonotypes.TRA.txt,16030,2118598
p17_30_DNA_S46_L001.clonotypes.TRA.txt,43716,5213035
640003430808_S50_L001.clonotypes.TRA.txt,19457,3096339
330001850808_S99_L002.clonotypes.TRB.txt,7241,97847
640001890808_S70_L001.clonotypes.TRA.txt,18827,4335438
p17_23_DNA_S39_L001.clonotypes.TRA.txt,89889,3924476
670002240808_S186_L002.clonotypes.TRA.txt,33059,1983466
590002550808_S81_L001.clonotypes.TRA.txt,2402,9159
670004670808_S168_L002.clonotypes.TRA.txt,17849,10558688
340003670808_S16_L001.clonotypes.TRA.txt,20720,6562647
670002290808_S184_L002.clonotypes.TRB.txt,9699,11120125
330001390807_S154_L002.clonotypes.TRA.txt,19700,6927386
730001810808_S58_L001.clonotypes.TRB.txt,139,197
470001580807_S178_L002.clonotypes.TRB.txt,19683,7821124
210001750808_S111_L002.clonotypes.TRB.txt,19214,6790814
050001130808_S22_L001.clonotypes.TRB.txt,6845,1718746
050001070101_S109_L002.clonotypes.TRB.txt,13736,4708173
630002450808_S47_L001.clonotypes.TRB.txt,20675,4825447
670005710808_S4_L001.clonotypes.TRA.txt,10209,4697076
370000580808_S118_L002.clonotypes.TRB.txt,7880,6202036
640002020808_S39_L001.clonotypes.TRA.txt,18107,157617
440001580101_S144_L002.clonotypes.TRB.txt,12377,3427957
p17_29_DNA_S45_L001.clonotypes.TRB.txt,50184,6987978
780005050808_S174_L002.clonotypes.TRB.txt,6039,129007
670005140808_S133_L002.clonotypes.TRB.txt,392,468
440000180808_S143_L002.clonotypes.TRA.txt,61846,4308959
330000660808_S67_L001.clonotypes.TRB.txt,5792,4854706
640002780808_S1_L001.clonotypes.TRA.txt,204,277
670005140101_S158_L002.clonotypes.TRA.txt,53834,3764400
590002120101_S140_L002.clonotypes.TRB.txt,19715,4205200
500001230808_S139_L002.clonotypes.TRB.txt,7640,5232503
020003810808_S104_L002.clonotypes.TRB.txt,15211,3117991
260002880101_S4_L001.clonotypes.TRB.txt,22775,3070989
590002880101_S101_L002.clonotypes.TRB.txt,30506,4191629
770104300807_S124_L002.clonotypes.TRB.txt,6983,8369810
730000960808_S35_L001.clonotypes.TRB.txt,11935,4266079
670004590808_S173_L002.clonotypes.TRB.txt,13820,2093379
780005280808_S129_L002.clonotypes.TRB.txt,656,1329
590004420101_S179_L002.clonotypes.TRB.txt,35289,4768017
670005040808_S156_L002.clonotypes.TRB.txt,9,9
p18_23_DNA_S39_L002.clonotypes.TRA.txt,22795,4474580
670004750808_S169_L002.clonotypes.TRB.txt,0,0
730003390808_S45_L001.clonotypes.TRB.txt,62,80
p18_8_DNA_S24_L002.clonotypes.TRB.txt,41738,2703329
500001620808_S63_L001.clonotypes.TRB.txt,17014,3150903
550000710808_S139_L002.clonotypes.TRB.txt,15203,8887349
210002060808_S118_L002.clonotypes.TRA.txt,21199,6351956
780001140807_S153_L002.clonotypes.TRA.txt,25058,8538204
630002750808_S46_L001.clonotypes.TRB.txt,31382,4745969
640000110101_S160_L002.clonotypes.TRA.txt,59760,2842884
690000940807_S43_L001.clonotypes.TRA.txt,47062,868315
360001560808_S165_L002.clonotypes.TRA.txt,28018,5630481
780008540808_S178_L002.clonotypes.TRB.txt,16635,5310026
640002030808_S47_L001.clonotypes.TRB.txt,29646,2442022
500000860808_S83_L001.clonotypes.TRB.txt,30652,27023803
250002250808_S108_L002.clonotypes.TRA.txt,564,990
640002220808_S31_L001.clonotypes.TRB.txt,20258,5034628
050000670101_S77_L001.clonotypes.TRA.txt,21515,3044004
730002480808_S49_L001.clonotypes.TRB.txt,7369,3926104
640002370808_S80_L001.clonotypes.TRA.txt,72546,1539039
640000670808_S183_L002.clonotypes.TRB.txt,40,83
330000950808_S132_L002.clonotypes.TRA.txt,29147,5044050
TRU105_S3_L001.clonotypes.TRB.txt,11090,1791322
460001060808_S183_L002.clonotypes.TRA.txt,16760,3321138
330000810808_S11_L001.clonotypes.TRB.txt,5305,7556937
p18_2_DNA_S18_L002.clonotypes.TRA.txt,81647,4725069
330001580808_S91_L001.clonotypes.TRB.txt,1359,2378
340003480808_S131_L002.clonotypes.TRA.txt,9301,3960258
640000470808_S21_L001.clonotypes.TRB.txt,14277,414727
670001240808_S185_L002.clonotypes.TRA.txt,25504,4943469
p17_32_DNA_S48_L001.clonotypes.TRB.txt,45119,6039926
260002880808_S81_L001.clonotypes.TRB.txt,612,1162
330001940101_S135_L002.clonotypes.TRA.txt,22146,1890104
330001030808_S86_L001.clonotypes.TRA.txt,18820,6669837
330001250808_S56_L001.clonotypes.TRB.txt,6879,3311256
460004470101_S129_L002.clonotypes.TRA.txt,41137,3926283
500004180808_S48_L001.clonotypes.TRB.txt,0,0
540002750807_S34_L001.clonotypes.TRA.txt,10095,6052585
440000200808_S136_L002.clonotypes.TRB.txt,41603,9981937
640002040808_S40_L001.clonotypes.TRB.txt,26441,5213217
780005220101_S43_L001.clonotypes.TRA.txt,31126,3641138
440000470101_S142_L002.clonotypes.TRB.txt,20254,5106627
690000770101_S1_L001.clonotypes.TRB.txt,32097,3057602
330000100807_S67_L001.clonotypes.TRB.txt,13210,7566007
780005110101_S50_L001.clonotypes.TRB.txt,12344,4769008
590002160808_S78_L001.clonotypes.TRB.txt,2270,2464825
020000420808_S51_L001.clonotypes.TRA.txt,53503,11468283
050001810101_S118_L002.clonotypes.TRA.txt,20818,2987116
330000680808_S64_L001.clonotypes.TRA.txt,27010,16454193
260002920808_S96_L001.clonotypes.TRA.txt,7521,6895142
330001870808_S185_L002.clonotypes.TRB.txt,17350,5816955
020003200808_S13_L001.clonotypes.TRA.txt,19308,14442194
330001940808_S130_L002.clonotypes.TRA.txt,2121,4064
640002090808_S65_L001.clonotypes.TRB.txt,13537,6249077
440000270101_S176_L002.clonotypes.TRB.txt,29325,4001643
p18_24_DNA_S40_L002.clonotypes.TRB.txt,42094,3385512
460000940101_S148_L002.clonotypes.TRB.txt,9598,4051412
500000570808_S42_L001.clonotypes.TRA.txt,17140,3937811
p17_77-2_DNA_S12_L001.clonotypes.TRA.txt,15060,2344207
050000710808_S176_L002.clonotypes.TRB.txt,23,30
460002740808_S11_L001.clonotypes.TRA.txt,21901,23850318
640002210808_S15_L001.clonotypes.TRB.txt,23412,5765079
780005300808_S134_L002.clonotypes.TRB.txt,1239,12965
050000750101_S74_L001.clonotypes.TRA.txt,43477,2261544
330000340807_S83_L001.clonotypes.TRA.txt,55520,5528913
590002880808_S92_L001.clonotypes.TRB.txt,163,242
210002070101_S69_L001.clonotypes.TRA.txt,45097,3155476
780002090101_S89_L001.clonotypes.TRA.txt,42131,5251864
p17_64_DNA_S76_L001.clonotypes.TRA.txt,190906,3777271
780005060808_S177_L002.clonotypes.TRA.txt,3999,11155
500003920808_S34_L001.clonotypes.TRB.txt,6734,6665740
340003590808_S8_L001.clonotypes.TRB.txt,13594,1961998
500001380808_S187_L002.clonotypes.TRA.txt,13097,5514724
780004830808_S187_L002.clonotypes.TRA.txt,6166,1787194
780005190808_S140_L002.clonotypes.TRA.txt,0,0
780004510808_S136_L002.clonotypes.TRB.txt,957,1961
500003040808_S82_L001.clonotypes.TRA.txt,14876,7928308
050002070808_S58_L001.clonotypes.TRA.txt,20835,17864570
p17_78-1_DNA_S3_L001.clonotypes.TRA.txt,32363,2669453
640001880808_S62_L001.clonotypes.TRB.txt,12530,4752814
330003180807_S94_L001.clonotypes.TRA.txt,18267,18937337
260002840808_S86_L001.clonotypes.TRA.txt,478,3868
780000760808_S191_L002.clonotypes.TRB.txt,0,0
670004600808_S13_L001.clonotypes.TRA.txt,21549,8162047
050001310101_S113_L002.clonotypes.TRB.txt,28271,5718111
340003810808_S28_L001.clonotypes.TRA.txt,34706,4600613
500003440808_S45_L001.clonotypes.TRA.txt,2311,7393
440000440808_S79_L001.clonotypes.TRA.txt,3430,19093
210001810808_S182_L002.clonotypes.TRB.txt,26361,4068055
500003890808_S35_L001.clonotypes.TRB.txt,4617,11498295
p17_9_DNA_S25_L001.clonotypes.TRB.txt,23641,3068724
330003060808_S80_L001.clonotypes.TRA.txt,37139,2147995
260004200808_S88_L001.clonotypes.TRA.txt,0,0
780008430101_S24_L001.clonotypes.TRA.txt,33810,3279001
520002170101_S186_L002.clonotypes.TRB.txt,19328,3532299
630000860808_S123_L002.clonotypes.TRB.txt,7455,12994055
780005210808_S141_L002.clonotypes.TRB.txt,400,923
050002290808_S117_L002.clonotypes.TRB.txt,9659,341606
670005070101_S102_L002.clonotypes.TRB.txt,19885,4855617
590002210101_S109_L002.clonotypes.TRB.txt,29780,3727212
540002050101_S154_L002.clonotypes.TRB.txt,9266,5255378
330001880101_S133_L002.clonotypes.TRA.txt,15078,4109047
690000970808_S108_L002.clonotypes.TRB.txt,6,7
630002740808_S40_L001.clonotypes.TRA.txt,25836,4237867
500004290101_S161_L002.clonotypes.TRA.txt,31044,3732989
730000550808_S30_L001.clonotypes.TRA.txt,24961,169949
780005080808_S161_L002.clonotypes.TRA.txt,19576,903836
330002540101_S138_L002.clonotypes.TRB.txt,17977,4941892
500001360808_S131_L002.clonotypes.TRA.txt,23542,2410715
640001930808_S53_L001.clonotypes.TRB.txt,15077,3498291
260003070807_S101_L002.clonotypes.TRB.txt,7062,6337623
440000880101_S63_L001.clonotypes.TRA.txt,42281,859004
550000740808_S106_L002.clonotypes.TRB.txt,102,136
330000730808_S73_L001.clonotypes.TRB.txt,12529,4588456
630002610807_S7_L001.clonotypes.TRB.txt,17801,11578772
500000220808_S40_L001.clonotypes.TRA.txt,0,0
210002880808_S181_L002.clonotypes.TRB.txt,6796,2919232
640002680808_S9_L001.clonotypes.TRA.txt,29351,5886105
670004970808_S144_L002.clonotypes.TRA.txt,23582,10312852
770101970807_S12_L001.clonotypes.TRB.txt,8183,2326275
330001730808_S178_L002.clonotypes.TRA.txt,31559,10074728
670007900808_S136_L002.clonotypes.TRA.txt,29378,6406760
p18_71_DNA_S87_L002.clonotypes.TRB.txt,27062,19816941
270000050808_S111_L002.clonotypes.TRA.txt,24554,7511856
670005390808_S134_L002.clonotypes.TRA.txt,474,606
210001500808_S145_L002.clonotypes.TRA.txt,21316,5392161
540001440808_S33_L001.clonotypes.TRA.txt,19829,8444620
210001870808_S127_L002.clonotypes.TRB.txt,15545,8700147
260002870807_S125_L002.clonotypes.TRB.txt,1098,6860
630001750807_S85_L001.clonotypes.TRA.txt,21071,3513519
780000770101_S37_L001.clonotypes.TRA.txt,17404,5383055
440002820807_S121_L002.clonotypes.TRB.txt,1893,54376
640002910808_S86_L001.clonotypes.TRA.txt,24285,1387140
690001110808_S146_L002.clonotypes.TRB.txt,11886,3572425
730003490101_S120_L002.clonotypes.TRB.txt,32247,4265226
p18_30_DNA_S46_L002.clonotypes.TRA.txt,3448,5783
550003260808_S186_L002.clonotypes.TRA.txt,12826,3863843
300000710808_S124_L002.clonotypes.TRB.txt,18481,8001449
540002680808_S98_L002.clonotypes.TRB.txt,11495,4317677
690001200808_S107_L002.clonotypes.TRA.txt,12790,3235536
210002440808_S113_L002.clonotypes.TRA.txt,29393,7537007
300000940808_S140_L002.clonotypes.TRA.txt,133796,8775632
p17_6_DNA_S22_L001.clonotypes.TRA.txt,130463,3361331
280000260807_S119_L002.clonotypes.TRB.txt,5851,11112
780004090808_S60_L001.clonotypes.TRB.txt,4781,2618655
050001700101_S81_L001.clonotypes.TRA.txt,37629,3389209
500001300807_S3_L001.clonotypes.TRA.txt,26841,3127638
540003090808_S41_L001.clonotypes.TRB.txt,236,336
780005180808_S139_L002.clonotypes.TRB.txt,64,84
050002170808_S77_L001.clonotypes.TRA.txt,16,27
OZR754_S5_L001.clonotypes.TRB.txt,5435,1623942
470001470807_S60_L001.clonotypes.TRB.txt,15906,7901580
340003690808_S19_L001.clonotypes.TRB.txt,2119,2431020
270001190808_S22_L001.clonotypes.TRB.txt,21548,28176652
330000130808_S23_L001.clonotypes.TRA.txt,28243,1391579
690001020807_S27_L001.clonotypes.TRB.txt,998,1630
780004420807_S165_L002.clonotypes.TRB.txt,128,166
250003530808_S98_L002.clonotypes.TRB.txt,12066,1838419
440001580808_S87_L001.clonotypes.TRB.txt,492,930
500001010808_S178_L002.clonotypes.TRA.txt,37160,6687193
330001280808_S92_L001.clonotypes.TRA.txt,29787,2929570
470003150808_S68_L001.clonotypes.TRB.txt,13389,3457066
270001180808_S76_L001.clonotypes.TRB.txt,15680,2268171
780002870807_S157_L002.clonotypes.TRB.txt,475,739
690002520101_S2_L001.clonotypes.TRA.txt,14016,4348348
330000750808_S78_L001.clonotypes.TRB.txt,13313,5379302
690001030807_S11_L001.clonotypes.TRA.txt,12181,86678
540002120807_S95_L002.clonotypes.TRB.txt,4690,3324825
340003720808_S20_L001.clonotypes.TRB.txt,11436,2195322
050001230101_S71_L001.clonotypes.TRA.txt,28451,2704762
250002500808_S111_L002.clonotypes.TRA.txt,24081,6263702
670002310808_S188_L002.clonotypes.TRA.txt,15,16
050002130808_S46_L001.clonotypes.TRB.txt,2347,6817665
590002660808_S69_L001.clonotypes.TRB.txt,2112,13873
520001620101_S170_L002.clonotypes.TRB.txt,28304,5418705
330000550808_S72_L001.clonotypes.TRB.txt,14735,1408765
690000770808_S20_L001.clonotypes.TRA.txt,1607,1983
050003130808_S114_L002.clonotypes.TRB.txt,8918,4662601
330001450808_S89_L001.clonotypes.TRA.txt,5722,85674
020000650808_S11_L001.clonotypes.TRB.txt,15537,4023633
230002190808_S163_L002.clonotypes.TRB.txt,17535,8933519
500000230101_S98_L002.clonotypes.TRB.txt,21295,4726714
460002020808_S17_L001.clonotypes.TRA.txt,31261,19202620
630002640808_S43_L001.clonotypes.TRA.txt,45298,2812539
020003900808_S43_L001.clonotypes.TRB.txt,13390,8083836
470002850808_S59_L001.clonotypes.TRB.txt,29392,3415951
400000290808_S134_L002.clonotypes.TRA.txt,66132,9103362
550002580808_S133_L002.clonotypes.TRA.txt,75510,2260336
780004930101_S32_L001.clonotypes.TRB.txt,25622,4794058
050003120808_S112_L002.clonotypes.TRA.txt,20468,14808569
050000480808_S17_L001.clonotypes.TRA.txt,2406,4124
640003070808_S11_L001.clonotypes.TRB.txt,26486,3597229
640002830808_S55_L001.clonotypes.TRA.txt,42031,1905866
640003500808_S66_L001.clonotypes.TRB.txt,27222,7194624
470003170807_S116_L002.clonotypes.TRB.txt,3087,2905064
210001800808_S136_L002.clonotypes.TRB.txt,39112,4946765
640002250808_S87_L001.clonotypes.TRA.txt,23518,1179104
020004070808_S4_L001.clonotypes.TRA.txt,10627,6449262
730001190808_S36_L001.clonotypes.TRB.txt,13475,3520469
280002460807_S123_L002.clonotypes.TRB.txt,6211,4156952
p17_21_DNA_S37_L001.clonotypes.TRB.txt,58780,4438175
050000090101_S85_L001.clonotypes.TRB.txt,27914,4632027
780003320808_S27_L001.clonotypes.TRA.txt,1344,5458
500003940808_S50_L001.clonotypes.TRB.txt,3311,3326030
500004190808_S47_L001.clonotypes.TRB.txt,3500,39530
270000290808_S149_L002.clonotypes.TRB.txt,16190,2887118
330002760101_S140_L002.clonotypes.TRB.txt,19232,4505346
780003490808_S4_L001.clonotypes.TRB.txt,475,1074
780004640808_S77_L001.clonotypes.TRB.txt,9214,2739497
p18_17_DNA_S33_L002.clonotypes.TRA.txt,88962,4459314
540002380807_S103_L002.clonotypes.TRA.txt,8077,5402800
330000870808_S66_L001.clonotypes.TRB.txt,20582,9853091
360001830808_S109_L002.clonotypes.TRB.txt,25488,1497503
640003330808_S74_L001.clonotypes.TRB.txt,18626,6595099
260002050807_S172_L002.clonotypes.TRB.txt,5964,1906417
330000510808_S69_L001.clonotypes.TRB.txt,16682,4470735
400000130808_S158_L002.clonotypes.TRB.txt,9183,4113898
500000410808_S68_L001.clonotypes.TRB.txt,9816,4511122
230003020807_S77_L001.clonotypes.TRB.txt,16115,6615921
500003990808_S52_L001.clonotypes.TRB.txt,0,0
670005090101_S142_L002.clonotypes.TRA.txt,33719,3635868
690001970808_S16_L001.clonotypes.TRB.txt,11560,24923415
440002110808_S95_L001.clonotypes.TRB.txt,403,589
p17_2_DNA_S18_L001.clonotypes.TRB.txt,40477,3605125
540003090101_S96_L001.clonotypes.TRB.txt,17021,327548
210002070808_S152_L002.clonotypes.TRB.txt,1008,1645
020000330808_S173_L002.clonotypes.TRB.txt,1,1
050001750101_S117_L002.clonotypes.TRA.txt,26197,1999031
270000090808_S28_L001.clonotypes.TRB.txt,28116,4853669
440000530808_S144_L002.clonotypes.TRA.txt,65175,288182
210002840808_S149_L002.clonotypes.TRB.txt,2069,3209
550001590808_S179_L002.clonotypes.TRB.txt,9394,6374296
500003870101_S169_L002.clonotypes.TRB.txt,17577,5217647
050001610101_S115_L002.clonotypes.TRA.txt,16902,3648930
780008490808_S183_L002.clonotypes.TRA.txt,0,0
580002170101_S105_L002.clonotypes.TRA.txt,36485,4507202
670004950808_S142_L002.clonotypes.TRA.txt,24170,11770533
780000600808_S61_L001.clonotypes.TRB.txt,829,22122
280002900807_S139_L002.clonotypes.TRA.txt,19389,6761957
p17_53_DNA_S66_L001.clonotypes.TRB.txt,49098,4834291
050000880101_S106_L002.clonotypes.TRA.txt,22697,479565
290002570808_S187_L002.clonotypes.TRA.txt,43473,6929872
730004350808_S40_L001.clonotypes.TRA.txt,601,855
780003330808_S44_L001.clonotypes.TRA.txt,9336,6358521
670004620808_S164_L002.clonotypes.TRA.txt,191,306
540002620808_S153_L002.clonotypes.TRB.txt,8487,9256133
780005010808_S165_L002.clonotypes.TRA.txt,6662,89992
470001410807_S163_L002.clonotypes.TRA.txt,21171,4172820
690000080807_S19_L001.clonotypes.TRA.txt,29695,4443631
640001980808_S85_L001.clonotypes.TRB.txt,9756,5770712
780008350808_S171_L002.clonotypes.TRA.txt,25342,7298200
690001150808_S16_L001.clonotypes.TRB.txt,20433,12584029
460001030808_S152_L002.clonotypes.TRB.txt,4378,3551687
050001200808_S52_L001.clonotypes.TRA.txt,13,13
540003570808_S2_L001.clonotypes.TRB.txt,6412,1996554
780005240808_S132_L002.clonotypes.TRB.txt,621,1378
360001390808_S117_L002.clonotypes.TRA.txt,11476,506136
330001880808_S186_L002.clonotypes.TRA.txt,36,145
330002360808_S154_L002.clonotypes.TRB.txt,6876,7142027
670005000101_S150_L002.clonotypes.TRB.txt,10,10
500001250808_S179_L002.clonotypes.TRA.txt,8972,3676504
050001700808_S63_L001.clonotypes.TRB.txt,36,42
770000030807_S65_L001.clonotypes.TRA.txt,27088,8951815
210004080808_S159_L002.clonotypes.TRB.txt,171,213
340003520808_S3_L001.clonotypes.TRA.txt,33451,6039782
020003890808_S67_L001.clonotypes.TRA.txt,29040,11070557
020003060808_S142_L002.clonotypes.TRA.txt,37936,11546872
780000840808_S190_L002.clonotypes.TRB.txt,13,14
230003110807_S21_L001.clonotypes.TRA.txt,10281,1095362
630003110808_S45_L001.clonotypes.TRB.txt,36408,3818119
640002710808_S94_L001.clonotypes.TRA.txt,44286,2716976
050001520807_S182_L002.clonotypes.TRA.txt,787,961
500004310101_S146_L002.clonotypes.TRB.txt,20010,6227805
540002660808_S177_L002.clonotypes.TRB.txt,5886,6031467
730000520808_S28_L001.clonotypes.TRA.txt,103,172
500004230101_S177_L002.clonotypes.TRA.txt,43720,3374757
020000190808_S27_L001.clonotypes.TRA.txt,39702,8570066
460002650808_S15_L001.clonotypes.TRA.txt,54386,7138199
440000790808_S68_L001.clonotypes.TRB.txt,6341,1924482
260004220101_S11_L001.clonotypes.TRB.txt,20173,5349561
630002590808_S107_L002.clonotypes.TRA.txt,20287,10777897
590002090808_S77_L001.clonotypes.TRA.txt,14504,5240438
p17_79-2_DNA_S10_L001.clonotypes.TRA.txt,85758,4130744
050000550101_S84_L001.clonotypes.TRB.txt,31101,4039131
050001310808_S137_L002.clonotypes.TRA.txt,3150,4752
p18_1_DNA_S17_L002.clonotypes.TRA.txt,87917,3516896
280002120807_S127_L002.clonotypes.TRB.txt,17615,3347897
p17_38_DNA_S54_L001.clonotypes.TRA.txt,145009,5032785
460002860808_S18_L001.clonotypes.TRA.txt,4821,15926
640002270808_S88_L001.clonotypes.TRA.txt,85971,2776534
p17_79-1_DNA_S2_L001.clonotypes.TRB.txt,34905,2293420
540002970101_S158_L002.clonotypes.TRA.txt,30120,2024589
590001270101_S171_L002.clonotypes.TRA.txt,22001,2624933
260002750807_S14_L001.clonotypes.TRB.txt,1464,4633
780008400808_S189_L002.clonotypes.TRB.txt,15836,6454607
440001210101_S143_L002.clonotypes.TRA.txt,15297,3401882
440003380808_S112_L002.clonotypes.TRA.txt,68994,1976468
690000060101_S60_L001.clonotypes.TRB.txt,26617,3646790
270000070808_S20_L001.clonotypes.TRA.txt,71141,2759078
550001240808_S130_L002.clonotypes.TRB.txt,18257,7526949
050001460101_S82_L001.clonotypes.TRB.txt,18221,3572781
270000620808_S170_L002.clonotypes.TRA.txt,5194,23232
470001040807_S112_L002.clonotypes.TRA.txt,25513,6505670
470003030807_S108_L002.clonotypes.TRB.txt,12919,10494007
p18_4_DNA_S20_L002.clonotypes.TRA.txt,110096,3961570
