sample_name	feature frequency	cohorts	features
KH20-11808	0.02725	AB_acute	FMBA_features
BS-HS-39	0.06285	AB_acute	FMBA_features
860011109	0.02895	AB_acute	FMBA_features
860011217	0.04155	AB_acute	FMBA_features
550041125	0.0315	AB_acute	FMBA_features
ADIRP0000837	0.03215	AB_recovered	FMBA_features
INCOV066-AC-3	0.0411	AB_acute	FMBA_features
INCOV016-AC-5	0.03245	AB_acute	FMBA_features
KHBR20-00128	0.04795	AB_acute	FMBA_features
ADIR0000086	0.0237	AB_recovered	FMBA_features
KH20-11682	0.0414	AB_acute	FMBA_features
KH20-09725	0.03125	AB_acute	FMBA_features
KH20-09667	0.046	AB_acute	FMBA_features
KH20-09958	0.02325	AB_acute	FMBA_features
KHBR20-00153	0.03085	AB_acute	FMBA_features
ADIRP0001895	0.0407	AB_recovered	FMBA_features
860011489	0.04755	AB_acute	FMBA_features
INCOV077-BL-3	0.0396	FMBA_healthy	FMBA_features
INCOV007-BL-5	0.03835	FMBA_healthy	FMBA_features
INCOV031-AC-3	0.0346	AB_acute	FMBA_features
ADIRP0000975	0.03955	AB_acute	FMBA_features
KH20-11302	0.0277	AB_acute	FMBA_features
KH20-09987	0.02095	AB_acute	FMBA_features
860011355	0.03005	AB_acute	FMBA_features
KHBR20-00100	0.03435	AB_acute	FMBA_features
BS-GIGI_18-replacement	0.0464	AB_acute	FMBA_features
ADIRP0001920	0.0377	AB_recovered	FMBA_features
INCOV062-BL-3	0.0308	FMBA_healthy	FMBA_features
KH20-11675	0.0313	AB_acute	FMBA_features
ADIRP0000023	0.02945	AB_recovered	FMBA_features
BS-HS-129	0.0308	AB_acute	FMBA_features
860011121	0.03515	AB_acute	FMBA_features
ADIRP0001202	0.02905	AB_recovered	FMBA_features
ADIRP0001726	0.0248	AB_recovered	FMBA_features
1059	0.0259	AB_acute	FMBA_features
1566779BW	0.02375	AB_recovered	FMBA_features
BS-GIGI_81-replacement	0.03175	AB_acute	FMBA_features
860011306	0.02215	AB_acute	FMBA_features
INCOV024-AC-3	0.0322	AB_acute	FMBA_features
KH20-09727	0.0305	AB_acute	FMBA_features
3977BW	0.036	AB_recovered	FMBA_features
4730BW	0.0493	AB_recovered	FMBA_features
ADIRP0001311	0.0319	AB_acute	FMBA_features
BS-HS-0179	0.0361	AB_acute	FMBA_features
BS-EQ-38-T1_BS-GIGI-117-replacement	0.04055	AB_acute	FMBA_features
234129BW	0.04045	AB_recovered	FMBA_features
KH20-11680	0.0408	AB_acute	FMBA_features
INCOV022-CV-3	0.03225	AB_recovered	FMBA_features
1568094BW	0.03725	AB_recovered	FMBA_features
860011215	0.0481	AB_acute	FMBA_features
1020	0.0272	AB_acute	FMBA_features
KH20-09692	0.04025	AB_acute	FMBA_features
INCOV048-BL-3	0.0335	FMBA_healthy	FMBA_features
KHBR20-00179	0.0325	AB_acute	FMBA_features
KH20-09972	0.0254	AB_acute	FMBA_features
ADIRP0000447	0.02985	AB_recovered	FMBA_features
860011246	0.02775	AB_acute	FMBA_features
860011214	0.03475	AB_acute	FMBA_features
BS-HS-0178	0.04685	AB_acute	FMBA_features
KH20-11681	0.03	AB_acute	FMBA_features
INCOV016-CV-3	0.03885	AB_recovered	FMBA_features
INCOV069-BL-3	0.0276	FMBA_healthy	FMBA_features
INCOV019-BL-5	0.02575	FMBA_healthy	FMBA_features
KH20-09726	0.0332	AB_acute	FMBA_features
550043916	0.0376	AB_acute	FMBA_features
1469-CA-823	0.03585	AB_acute	FMBA_features
KH20-09973	0.0224	AB_acute	FMBA_features
ADIRP0001958	0.0272	AB_acute	FMBA_features
KHBR20-00178	0.03555	AB_acute	FMBA_features
KH20-09693	0.0326	AB_acute	FMBA_features
550041451	0.03415	AB_acute	FMBA_features
ADIRP0000499	0.0346	AB_recovered	FMBA_features
1021	0.0439	AB_acute	FMBA_features
ADIRP0002520	0.0352	AB_acute	FMBA_features
KH20-11303	0.0292	AB_acute	FMBA_features
860011354	0.03475	AB_acute	FMBA_features
KH20-09986	0.0339	AB_acute	FMBA_features
978-NA-155	0.03245	AB_acute	FMBA_features
BS-EQ-0011-T1-replacement	0.03375	AB_acute	FMBA_features
ADIRP0000555	0.0329	AB_recovered	FMBA_features
INCOV043-BL-3	0.03165	FMBA_healthy	FMBA_features
BS-HS-43	0.03925	AB_acute	FMBA_features
P0008111	0.01825	AB_acute	FMBA_features
860011488	0.01995	AB_acute	FMBA_features
ADIRP0002433	0.02665	AB_exposed	FMBA_features
KHBR20-00152	0.0403	AB_acute	FMBA_features
ADIRP0000289	0.0243	AB_acute	FMBA_features
KH20-09666	0.0417	AB_acute	FMBA_features
KH20-09959	0.04525	AB_acute	FMBA_features
BS-GIGI_19-replacement	0.041	AB_acute	FMBA_features
INCOV056-BL-3	0.0378	FMBA_healthy	FMBA_features
1058	0.0375	AB_acute	FMBA_features
BS-GN-13-T0-replacement	0.04615	AB_acute	FMBA_features
ADIRP0000618	0.0261	AB_acute	FMBA_features
860011120	0.0379	AB_acute	FMBA_features
BS-HS-10	0.0403	AB_acute	FMBA_features
BS-GIGI_80-replacement	0.03735	AB_acute	FMBA_features
BS-HS-128	0.02795	AB_acute	FMBA_features
KH20-11674	0.0276	AB_acute	FMBA_features
BS-EQ-0017-T0-replacement	0.04135	AB_acute	FMBA_features
1471-CS-155	0.02765	AB_acute	FMBA_features
INCOV070-BL-3	0.05115	FMBA_healthy	FMBA_features
KHBR20-00120	0.0274	AB_acute	FMBA_features
1569039BW	0.0393	AB_recovered	FMBA_features
KH20-11655	0.03325	AB_acute	FMBA_features
BS-EQ-32-T1-replacement	0.04575	AB_acute	FMBA_features
1566984BW	0.0381	AB_recovered	FMBA_features
BS-HS-109	0.03595	AB_acute	FMBA_features
BS-HS-217	0.02325	AB_acute	FMBA_features
KH20-11297	0.0278	AB_acute	FMBA_features
BS-HS-0173	0.03865	AB_acute	FMBA_features
860011326	0.02895	AB_acute	FMBA_features
INCOV036-AC-3	0.0466	AB_acute	FMBA_features
KH20-09978	0.0303	AB_acute	FMBA_features
KHBR20-00173	0.029	AB_acute	FMBA_features
KHBR20-00095	0.0256	AB_acute	FMBA_features
INCOV015-BL-5	0.0331	FMBA_healthy	FMBA_features
BS-HS-62	0.03935	AB_acute	FMBA_features
BS-HS-185	0.04175	AB_acute	FMBA_features
550042239	0.039	AB_acute	FMBA_features
BS-EQ-34-T0-replacement	0.046	AB_acute	FMBA_features
994-CR-660	0.03915	AB_acute	FMBA_features
INCOV023-AC-3	0.02935	AB_acute	FMBA_features
BS-EQ-41-T0-replacement	0.04915	AB_acute	FMBA_features
BS-EQ-0023-T0-replacement	0.04105	AB_acute	FMBA_features
KH20-09698	0.02465	AB_acute	FMBA_features
BS-HS-97	0.0308	AB_acute	FMBA_features
2987BW	0.0318	AB_recovered	FMBA_features
KH20-09754	0.0436	AB_acute	FMBA_features
KHBR20-00186	0.03135	AB_acute	FMBA_features
ADIRP0000899	0.0245	AB_exposed	FMBA_features
BS-EQ-38-T2-replacement	0.0403	AB_acute	FMBA_features
KH20-09952	0.02735	AB_acute	FMBA_features
BS-EQ-30-T1-replacement	0.0415	AB_acute	FMBA_features
ADIRP0001145	0.0391	AB_recovered	FMBA_features
BS-EQ-0027-T1-replacement	0.03555	AB_acute	FMBA_features
BS-HS-48	0.02965	AB_acute	FMBA_features
KH20-09707	0.02615	AB_acute	FMBA_features
1053	0.0259	AB_acute	FMBA_features
BS-EQ-36-T0-replacement	0.0615	AB_acute	FMBA_features
BS-EQ-43-T0-replacement	0.03585	AB_acute	FMBA_features
BS-EQ-0021-T0-replacement	0.04295	AB_acute	FMBA_features
BS-GIGI_46-replacement	0.0416	AB_acute	FMBA_features
BS-GIGI_75-replacement	0.0464	AB_acute	FMBA_features
BS-GIGI_13-replacement	0.03355	AB_acute	FMBA_features
BS-HS-123	0.03885	AB_acute	FMBA_features
BS-GIGI_20-replacement	0.03415	AB_acute	FMBA_features
860011235	0.01965	AB_acute	FMBA_features
BS-HS-171	0.04345	AB_acute	FMBA_features
KH20-09953	0.0293	AB_acute	FMBA_features
INCOV028-AC-3	0.0371	AB_acute	FMBA_features
KHBR20-00158	0.02775	AB_acute	FMBA_features
1001	0.04185	AB_acute	FMBA_features
KH20-09755	0.03155	AB_acute	FMBA_features
BS-HS-96	0.0322	AB_acute	FMBA_features
ADIRP0001841	0.0262	AB_exposed	FMBA_features
860011234	0.034	AB_acute	FMBA_features
BS-EQ-36-T1-replacement	0.04675	AB_acute	FMBA_features
INCOV080-AC-3	0.02855	AB_acute	FMBA_features
BS-GIGI_47-replacement	0.02735	AB_acute	FMBA_features
550042542	0.0346	AB_acute	FMBA_features
BS-GIGI_74-replacement	0.0474	AB_acute	FMBA_features
KH20-09706	0.0355	AB_acute	FMBA_features
INCOV044-BL-3	0.0347	FMBA_healthy	FMBA_features
BS-HS-0172	0.0498	AB_acute	FMBA_features
860011327	0.0178	AB_acute	FMBA_features
KH20-11296	0.04665	AB_acute	FMBA_features
ADIRP0002082	0.0341	AB_recovered	FMBA_features
BS-HS-216	0.0275	AB_acute	FMBA_features
550042451	0.02445	AB_acute	FMBA_features
BS-HS-30	0.04	AB_acute	FMBA_features
ADIRP0002343	0.03235	AB_acute	FMBA_features
KH20-11654	0.0289	AB_acute	FMBA_features
1127-BA-739	0.033	AB_acute	FMBA_features
KHBR20-00121	0.0474	AB_acute	FMBA_features
KH20-09699	0.0492	AB_acute	FMBA_features
ADIRP0001349	0.02985	AB_recovered	FMBA_features
INCOV051-BL-3	0.02885	FMBA_healthy	FMBA_features
BS-EQ-41-T1-replacement	0.06465	AB_acute	FMBA_features
KHBR20-00094	0.04665	AB_acute	FMBA_features
BS-HS-63	0.04115	AB_acute	FMBA_features
BS-EQ-34-T1-replacement	0.04095	AB_acute	FMBA_features
ADIRP0000752	0.0276	AB_acute	FMBA_features
KHBR20-00172	0.02915	AB_acute	FMBA_features
KH20-09979	0.0235	AB_acute	FMBA_features
1050	0.03165	AB_acute	FMBA_features
KH20-09704	0.0292	AB_acute	FMBA_features
INCOV040-AC-3	0.03285	AB_acute	FMBA_features
KHBR20-00109	0.03635	AB_acute	FMBA_features
BS-EQ-30-T2-replacement	0.04335	AB_acute	FMBA_features
ADIRP0001929	0.0294	AB_recovered	FMBA_features
ADRIP00000961	0.0294	AB_recovered	FMBA_features
860011236	0.0287	AB_acute	FMBA_features
BS-EQ-0027-T2-replacement	0.0387	AB_acute	FMBA_features
BS-HS-120	0.04275	AB_acute	FMBA_features
860011128	0.0343	AB_acute	FMBA_features
550042210	0.03635	AB_acute	FMBA_features
1003	0.03435	AB_acute	FMBA_features
BS-GIGI_89-replacement	0.04105	AB_acute	FMBA_features
BS-GN-0016-T0-replacement	0.05305	AB_acute	FMBA_features
KHBR20-00185	0.03155	AB_acute	FMBA_features
BS-GIGI_76-replacement	0.0396	AB_acute	FMBA_features
860011383	0.03195	AB_acute	FMBA_features
KH20-09951	0.0298	AB_acute	FMBA_features
5386BW	0.03375	AB_recovered	FMBA_features
BS-GIGI_45-replacement	0.04065	AB_acute	FMBA_features
BS-GIGI_10-replacement	0.0379	AB_acute	FMBA_features
ADIRP0001950	0.02225	AB_acute	FMBA_features
KHBR20-00170	0.03875	AB_acute	FMBA_features
550042400	0.0272	AB_acute	FMBA_features
KHBR20-00096	0.0384	AB_acute	FMBA_features
ADIRP0001869	0.0342	AB_acute	FMBA_features
ADIRP0000392	0.03815	AB_recovered	FMBA_features
BS-HS-186	0.03575	AB_acute	FMBA_features
1029	0.0339	AB_acute	FMBA_features
860011290	0.04285	AB_acute	FMBA_features
1568100BW	0.03845	AB_recovered	FMBA_features
KH20-11656	0.0241	AB_acute	FMBA_features
KHBR20-00123	0.0355	AB_acute	FMBA_features
ADIRP0001903	0.04025	AB_recovered	FMBA_features
INCOV084-BL-3	0.0525	FMBA_healthy	FMBA_features
ADIRP0001221	0.02995	AB_exposed	FMBA_features
INCOV039-BL-3	0.02635	FMBA_healthy	FMBA_features
BS-HS-214	0.0443	AB_acute	FMBA_features
1123-FA-1127	0.0214	AB_acute	FMBA_features
KH20-11294	0.02375	AB_acute	FMBA_features
BS-GN-0014-T0-replacement	0.04425	AB_acute	FMBA_features
BS-HS-0170	0.03645	AB_acute	FMBA_features
860011325	0.02405	AB_acute	FMBA_features
KH20-11689	0.03075	AB_acute	FMBA_features
860011377	0.0238	AB_acute	FMBA_features
BS-HS-187	0.0402	AB_acute	FMBA_features
681365BW	0.04055	AB_recovered	FMBA_features
BS-GN-0012-T0-replacement	0.0414	AB_acute	FMBA_features
1028	0.0304	AB_acute	FMBA_features
BS-HS-60	0.0444	AB_acute	FMBA_features
KHBR20-00097	0.03255	AB_acute	FMBA_features
BS-HS-158	0.0513	AB_acute	FMBA_features
ADIRP0000052	0.0317	AB_recovered	FMBA_features
KHBR20-00171	0.0385	AB_acute	FMBA_features
860011324	0.0341	AB_acute	FMBA_features
KH20-11688	0.03125	AB_acute	FMBA_features
ADIRP0002279	0.0467	AB_recovered	FMBA_features
1566426BW	0.0417	AB_recovered	FMBA_features
KH20-11295	0.0539	AB_acute	FMBA_features
ADIRP0002340	0.0312	AB_recovered	FMBA_features
BS-HS-215	0.0348	AB_acute	FMBA_features
KHBR20-00122	0.02145	AB_acute	FMBA_features
KH20-11657	0.0312	AB_acute	FMBA_features
550042351	0.0348	AB_acute	FMBA_features
860011129	0.0241	AB_acute	FMBA_features
550042183	0.03445	AB_acute	FMBA_features
BS-HS-121	0.03535	AB_acute	FMBA_features
INCOV004-AC-5	0.0292	AB_acute	FMBA_features
INCOV074-AC-3	0.0465	AB_acute	FMBA_features
KHBR20-00108	0.0392	AB_acute	FMBA_features
550041421	0.03725	AB_acute	FMBA_features
INCOV032-BL-3	0.03075	FMBA_healthy	FMBA_features
BS-EQ-38-T0-replacement	0.04015	AB_acute	FMBA_features
1051	0.02235	AB_acute	FMBA_features
KH20-09705	0.03055	AB_acute	FMBA_features
BS-EQ-43-T2-replacement	0.03395	AB_acute	FMBA_features
INCOV061-AC-3	0.0275	AB_acute	FMBA_features
860011264	0.02925	AB_recovered	FMBA_features
INCOV011-AC-5	0.0266	AB_acute	FMBA_features
BS-GIGI_88-replacement	0.03485	AB_acute	FMBA_features
KH20-09950	0.03445	AB_acute	FMBA_features
860011382	0.0405	AB_acute	FMBA_features
BS-GIGI_77-replacement	0.0458	AB_acute	FMBA_features
550042933	0.0359	AB_acute	FMBA_features
ADIRP0000141	0.03375	AB_recovered	FMBA_features
KHBR20-00184	0.04115	AB_acute	FMBA_features
BS-GIGI_22-replacement	0.04735	AB_acute	FMBA_features
1002	0.0371	AB_acute	FMBA_features
INCOV027-BL-3	0.029	FMBA_healthy	FMBA_features
ADIRP0001463	0.0281	AB_recovered	FMBA_features
860011321	0.0186	AB_acute	FMBA_features
ADIRP0002499	0.027	AB_exposed	FMBA_features
INCOV034-BL-3	0.03345	FMBA_healthy	FMBA_features
INCOV002-AC-5	0.0457	AB_acute	FMBA_features
INCOV072-AC-3	0.03585	AB_acute	FMBA_features
KHBR20-00127	0.0367	AB_acute	FMBA_features
KH20-11652	0.02565	AB_acute	FMBA_features
860011218	0.03565	AB_acute	FMBA_features
BS-HS-36	0.0489	AB_acute	FMBA_features
BS-HS-210	0.05525	AB_acute	FMBA_features
860011106	0.02675	AB_acute	FMBA_features
KH20-11807	0.0322	AB_acute	FMBA_features
BS-HS-182	0.02965	AB_acute	FMBA_features
BS-GIGI_14-replacement	0.04525	AB_acute	FMBA_features
KHBR20-00174	0.02915	AB_acute	FMBA_features
BS-GIGI_27-replacement	0.0516	AB_acute	FMBA_features
KHBR20-00092	0.034	AB_acute	FMBA_features
BS-GIGI_41-replacement	0.05145	AB_acute	FMBA_features
INCOV017-AC-5	0.0329	AB_acute	FMBA_features
BS-HS-65	0.03175	AB_acute	FMBA_features
ADIRP0000057	0.02625	AB_acute	FMBA_features
BS-GIGI_72-replacement	0.051	AB_acute	FMBA_features
860011387	0.036	AB_acute	FMBA_features
KH20-09955	0.0299	AB_acute	FMBA_features
INCOV058-AC-3	0.0452	AB_acute	FMBA_features
BS-GN-0008-T0-replacement	0.04045	AB_acute	FMBA_features
860011261	0.02775	AB_recovered	FMBA_features
1007	0.0297	AB_acute	FMBA_features
KH20-09753	0.033	AB_acute	FMBA_features
860011358	0.03465	AB_acute	FMBA_features
1445BW	0.0296	AB_recovered	FMBA_features
550042609	0.0345	AB_acute	FMBA_features
KHBR20-00181	0.03225	AB_acute	FMBA_features
KH20-11678	0.02945	AB_acute	FMBA_features
860011232	0.02505	AB_acute	FMBA_features
KH20-09700	0.02805	AB_acute	FMBA_features
1054	0.02905	AB_acute	FMBA_features
BS-EQ-26-T1-replacement	0.04845	AB_acute	FMBA_features
ADIRP0000117	0.02825	AB_acute	FMBA_features
550041293	0.0303	AB_acute	FMBA_features
KHBR20-00180	0.0389	AB_acute	FMBA_features
860011359	0.0313	AB_acute	FMBA_features
KH20-09752	0.02975	AB_acute	FMBA_features
BS-EQ-28-T2-replacement	0.0458	AB_acute	FMBA_features
ADIRP0000362	0.02485	AB_recovered	FMBA_features
860011260	0.02765	AB_recovered	FMBA_features
KH20-09954	0.0304	AB_acute	FMBA_features
INCOV079-AC-3	0.04275	AB_acute	FMBA_features
KH20-09701	0.0387	AB_acute	FMBA_features
1055	0.03635	AB_acute	FMBA_features
BS-HS-125	0.0354	AB_acute	FMBA_features
860011233	0.03265	AB_acute	FMBA_features
ADIRP0001110	0.0332	AB_acute	FMBA_features
KH20-11679	0.0261	AB_acute	FMBA_features
INCOV082-BL-3	0.02995	FMBA_healthy	FMBA_features
860011107	0.04185	AB_acute	FMBA_features
860011219	0.03105	AB_acute	FMBA_features
KH20-11653	0.028	AB_acute	FMBA_features
550040014	0.03145	AB_acute	FMBA_features
KHBR20-00126	0.04335	AB_acute	FMBA_features
ADIRP0002498	0.026	AB_recovered	FMBA_features
860011320	0.0351	AB_acute	FMBA_features
BS-HS-0175	0.03835	AB_acute	FMBA_features
476909BW	0.02955	AB_recovered	FMBA_features
1566837BW	0.03965	AB_recovered	FMBA_features
KH20-11291	0.03175	AB_acute	FMBA_features
1566829BW	0.0361	AB_recovered	FMBA_features
550043997	0.0401	AB_acute	FMBA_features
KHBR20-00093	0.02685	AB_acute	FMBA_features
BS-HS-64	0.02845	AB_acute	FMBA_features
BS-GIGI_15-replacement	0.0368	AB_acute	FMBA_features
BS-GIGI_26-replacement	0.0312	AB_acute	FMBA_features
BS-GIGI_40-replacement	0.0299	AB_acute	FMBA_features
INCOV053-AC-3	0.0305	AB_acute	FMBA_features
BS-HS-183	0.03405	AB_acute	FMBA_features
860011231	0.0234	AB_acute	FMBA_features
BS-HS-127	0.038	AB_acute	FMBA_features
1057	0.0555	AB_acute	FMBA_features
KH20-09703	0.04115	AB_acute	FMBA_features
INCOV042-BL-3	0.03075	FMBA_healthy	FMBA_features
860011308	0.03435	AB_acute	FMBA_features
550042547	0.02575	AB_acute	FMBA_features
KH20-09669	0.0363	AB_acute	FMBA_features
KH20-09956	0.0294	AB_acute	FMBA_features
860011487	0.0304	AB_acute	FMBA_features
860011262	0.03155	AB_recovered	FMBA_features
KH20-09750	0.02595	AB_acute	FMBA_features
1004	0.0447	AB_acute	FMBA_features
INCOV057-BL-3	0.03075	FMBA_healthy	FMBA_features
ADIRP0002505	0.0221	AB_exposed	FMBA_features
KHBR20-00182	0.0462	AB_acute	FMBA_features
INCOV017-CV-3	0.03445	AB_recovered	FMBA_features
BS-HS-181	0.047	AB_acute	FMBA_features
ADIRP0000570	0.03425	AB_recovered	FMBA_features
INCOV068-BL-3	0.02475	FMBA_healthy	FMBA_features
INCOV018-BL-5	0.02135	FMBA_healthy	FMBA_features
ADIRP0000868	0.043	AB_recovered	FMBA_features
KHBR20-00177	0.04875	AB_acute	FMBA_features
L-I-replacement	0.04025	AB_acute	FMBA_features
BS-GN-0002-T0-replacement	0.041	AB_acute	FMBA_features
860011248	0.04095	AB_acute	FMBA_features
KHBR20-00091	0.0354	AB_acute	FMBA_features
3602BW	0.04345	AB_recovered	FMBA_features
550043995	0.03475	AB_acute	FMBA_features
KH20-09729	0.0246	AB_acute	FMBA_features
KH20-11293	0.0376	AB_acute	FMBA_features
INCOV002-CV-3	0.03115	AB_recovered	FMBA_features
860011322	0.0255	AB_acute	FMBA_features
BS-GIGI_24-replacement	0.02735	AB_acute	FMBA_features
KH20-11651	0.02245	AB_acute	FMBA_features
KHBR20-00124	0.0274	AB_acute	FMBA_features
INCOV086-AC-3	0.0506	AB_acute	FMBA_features
860011105	0.0198	AB_acute	FMBA_features
BS-HS-35	0.04395	AB_acute	FMBA_features
ADIRP0002058	0.04155	AB_exposed	FMBA_features
BS-GIGI_42-replacement	0.0224	AB_acute	FMBA_features
KHBR20-00090	0.0454	AB_acute	FMBA_features
INCOV023-CV-3	0.03225	AB_recovered	FMBA_features
860011249	0.0253	AB_recovered	FMBA_features
ADIRP0002417	0.03915	AB_recovered	FMBA_features
INCOV049-BL-3	0.035	FMBA_healthy	FMBA_features
BS-GN-0004-T0-replacement	0.0339	AB_acute	FMBA_features
BS-HS-34	0.02375	AB_acute	FMBA_features
KHBR20-00125	0.0306	AB_acute	FMBA_features
ADIRP0002444	0.03145	AB_exposed	FMBA_features
KH20-11650	0.0317	AB_acute	FMBA_features
860011323	0.0316	AB_acute	FMBA_features
BS-HS-0176	0.0399	AB_acute	FMBA_features
BS-GIGI_25-replacement	0.0263	AB_acute	FMBA_features
BS-GIGI_16-replacement	0.0411	AB_acute	FMBA_features
1566449BW	0.0343	AB_recovered	FMBA_features
BS-GIGI_70-replacement	0.0345	AB_acute	FMBA_features
4251BW	0.041	AB_recovered	FMBA_features
KH20-11292	0.03325	AB_acute	FMBA_features
BS-GIGI_43-replacement	0.04095	AB_acute	FMBA_features
KH20-09728	0.03695	AB_acute	FMBA_features
INCOV030-AC-3	0.0275	AB_acute	FMBA_features
860011309	0.03405	AB_acute	FMBA_features
ADIRP0000115	0.0245	AB_exposed	FMBA_features
1056	0.0258	AB_acute	FMBA_features
BS-EQ-28-T1-replacement	0.047	AB_acute	FMBA_features
KH20-09702	0.03165	AB_acute	FMBA_features
860011230	0.03855	AB_acute	FMBA_features
1253-DSGV-556	0.02825	AB_acute	FMBA_features
INCOV076-BL-3	0.0289	FMBA_healthy	FMBA_features
INCOV006-BL-5	0.052	FMBA_healthy	FMBA_features
550042599	0.0382	AB_acute	FMBA_features
KH20-09988	0.0231	AB_acute	FMBA_features
ADIRP0001079	0.0318	AB_recovered	FMBA_features
844960BW	0.0298	AB_recovered	FMBA_features
550042515	0.05785	AB_acute	FMBA_features
ADIRP0000258	0.0344	AB_recovered	FMBA_features
KHBR20-00183	0.0341	AB_acute	FMBA_features
KH20-09751	0.0428	AB_acute	FMBA_features
INCOV025-AC-3	0.0392	AB_acute	FMBA_features
1005	0.02795	AB_acute	FMBA_features
860011263	0.03705	AB_recovered	FMBA_features
INCOV063-BL-3	0.02455	FMBA_healthy	FMBA_features
KH20-09668	0.0386	AB_acute	FMBA_features
KH20-09957	0.02765	AB_acute	FMBA_features
BS-GIGI_59-replacement	0.0529	AB_acute	FMBA_features
KHBR20-00200	0.04785	AB_acute	FMBA_features
ADIRP0002184	0.02945	AB_recovered	FMBA_features
983-MG-1060	0.03235	AB_acute	FMBA_features
860011221	0.02205	AB_acute	FMBA_features
KH20-09713	0.01735	AB_acute	FMBA_features
1047	0.0255	AB_acute	FMBA_features
ADIRP0001325	0.0317	AB_recovered	FMBA_features
INCOV087-BL-3	0.03025	FMBA_healthy	FMBA_features
860011318	0.0417	AB_acute	FMBA_features
BS-EQ-0026-T0-replacement	0.05425	AB_acute	FMBA_features
INCOV019-AC-5	0.02675	AB_acute	FMBA_features
INCOV069-AC-3	0.03155	AB_acute	FMBA_features
KH20-09946	0.02655	AB_acute	FMBA_features
KH20-09679	0.0301	AB_acute	FMBA_features
KH20-11638	0.0312	AB_acute	FMBA_features
BS-HS-164	0.0403	AB_acute	FMBA_features
BS-EQ-31-T0-replacement	0.03975	AB_acute	FMBA_features
860011497	0.02595	AB_acute	FMBA_features
1014	0.0297	AB_acute	FMBA_features
KH20-09740	0.02755	AB_acute	FMBA_features
KH20-11701	0.0216	AB_acute	FMBA_features
KH20-09999	0.0336	AB_acute	FMBA_features
BS-HS-0200	0.0513	AB_acute	FMBA_features
KH20-11814	0.02675	AB_acute	FMBA_features
860011287	0.0287	AB_acute	FMBA_features
BS-HS-191	0.0307	AB_acute	FMBA_features
860011462	0.0238	AB_acute	FMBA_features
1328-CM-933	0.0364	AB_acute	FMBA_features
KHBR20-00167	0.0338	AB_acute	FMBA_features
INCOV056-AC-3	0.03	AB_acute	FMBA_features
KHBR20-00081	0.0365	AB_acute	FMBA_features
860011258	0.0384	AB_recovered	FMBA_features
KH20-09739	0.02645	AB_acute	FMBA_features
KHBR20-00134	0.02705	AB_acute	FMBA_features
INCOV043-AC-3	0.0298	AB_acute	FMBA_features
BS-EQ-0024-T0-replacement	0.0431	AB_acute	FMBA_features
KH20-11641	0.0258	AB_acute	FMBA_features
1566913BW	0.0325	AB_recovered	FMBA_features
BS-EQ-33-T0-replacement	0.04295	AB_acute	FMBA_features
860011115	0.045	AB_acute	FMBA_features
ADIRP0000045	0.04085	AB_recovered	FMBA_features
860011259	0.0392	AB_recovered	FMBA_features
550043908	0.04745	AB_acute	FMBA_features
KHBR20-00080	0.0413	AB_acute	FMBA_features
550041393	0.04075	AB_acute	FMBA_features
BS-HS-77	0.0443	AB_acute	FMBA_features
KHBR20-00166	0.0253	AB_acute	FMBA_features
1566746BW	0.033	AB_recovered	FMBA_features
BS-EQ-35-T0-replacement	0.04265	AB_acute	FMBA_features
550042631	0.03095	AB_acute	FMBA_features
INCOV062-AC-3	0.0324	AB_acute	FMBA_features
INCOV012-AC-5	0.0237	AB_acute	FMBA_features
860011463	0.021	AB_acute	FMBA_features
860011286	0.0276	AB_acute	FMBA_features
KH20-11815	0.0441	AB_acute	FMBA_features
1566319BW	0.0387	AB_recovered	FMBA_features
BS-HS-190	0.05935	AB_acute	FMBA_features
860011114	0.0256	AB_acute	FMBA_features
KH20-11640	0.031	AB_acute	FMBA_features
550043167	0.0384	AB_acute	FMBA_features
INCOV031-BL-3	0.0386	FMBA_healthy	FMBA_features
KHBR20-00135	0.0445	AB_acute	FMBA_features
BS-EQ-0024-T1-replacement	0.03745	AB_acute	FMBA_features
INCOV007-AC-5	0.0318	AB_acute	FMBA_features
1566515BW	0.0355	AB_recovered	FMBA_features
INCOV077-AC-3	0.02765	AB_acute	FMBA_features
KH20-09738	0.0352	AB_acute	FMBA_features
BS-EQ-33-T1-replacement	0.04285	AB_acute	FMBA_features
BS-GIGI_58-replacement	0.0308	AB_acute	FMBA_features
860011319	0.0321	AB_acute	FMBA_features
KH20-09712	0.0148	AB_acute	FMBA_features
1046	0.03425	AB_acute	FMBA_features
ADIRP0001427	0.02925	AB_acute	FMBA_features
550043971	0.0276	AB_acute	FMBA_features
860011220	0.0286	AB_acute	FMBA_features
BS-EQ-37-T0-replacement	0.0376	AB_acute	FMBA_features
KHBR20-00201	0.04025	AB_acute	FMBA_features
BS-GIGI_94-replacement	0.0432	AB_acute	FMBA_features
KHBR20-00193	0.0462	AB_acute	FMBA_features
BS-HS-0201	0.03345	AB_acute	FMBA_features
KH20-09998	0.04105	AB_acute	FMBA_features
1015	0.03415	AB_acute	FMBA_features
KH20-11700	0.02865	AB_acute	FMBA_features
KH20-09741	0.03625	AB_acute	FMBA_features
860011449	0.0315	AB_acute	FMBA_features
ADIRP0002514	0.0348	AB_acute	FMBA_features
BS-HS-82	0.02955	AB_acute	FMBA_features
860011496	0.0511	AB_acute	FMBA_features
